"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"in-d481428da3de3635","indeed","https://www.indeed.com/viewjob?jk=d481428da3de3635","https://jobs.apploi.com/view/1366830?utm_campaign=integration&utm_medium=job-board-feed&utm_source=indeed-apply-feed","Receptionist","iCare Health Network","Meriden, CT, US","2025-05-02","perdiem","","hourly","","","USD",False,"","","","","Silver Springs Care Center is looking for a per diem Receptionist


**Summary:**



The primary role of the Receptionist position is to greet people, answer telephones, and assist with light clerical duties.

  


**Responsibilities:**


* Maintain sign in/ sign out log. Make sure all visitors and residents sign in and out.


* Resident gatekeeper, ensuring residents without privileges do not leave the facility.


* Notifies supervisor when stepping away from the work area.


* Report known or suspected incidents of fraud or resident abuse to the Administrator.


* Answers telephones


* Greets visitors and directs them to different places.

  


**Qualifications:**



Must have, as a minimum, one (1\\) years of administrative assistant, reception, or clerical experience.



Must have working knowledge (experience preferred) with various software programs such as WORD, OUTLOOK and EXCEL



Proficiency in English, including speaking, reading, and writing, required



Must be able to manage multiple tasks and work with all disciplines in a challenging multi\\-cultural environment.



Must be able to relate to and work with ill, disabled, elderly, emotionally upset, and, at times, hostile people within the



facility

  


**Compensation \\& Benefits:**


* Generous salary, commensurate with experience


* Benefits program, includes health, dental, and vision insurance


* Paid Time Off, including vacation, personal, and sick time


* 401(k) Retirement program


* Collaborative work environment

  



INDLP","Health Care","https://www.indeed.com/cmp/Icare-Health-Network","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c924a702e8cfffdb8b91db3e947a9592","https://www.icarehn.com/","341 Bidwell St
Manchester, Connecticut 06040","1,001 to 5,000","$5M to $25M (USD)","iCare Health Network (IHN) provides management, operating and consulting services to skilled nursing facilities and other providers.","","","","","",""
"in-b5acf8e4b64a6229","indeed","https://www.indeed.com/viewjob?jk=b5acf8e4b64a6229","https://jobs.apploi.com/view/1366774?utm_campaign=integration&utm_medium=job-board-feed&utm_source=indeed-apply-feed","Physical Therapist","Coastal Home Health & Hospice","Brookings, OR, US","2025-05-02","fulltime","direct_data","yearly",96686.0,122083.0,"USD",False,"","","","","JOB TITLE**:****Physical Therapist**

  


**STATUS:** Salary/Exempt


**SALARY:** DOE


**SUPERVISOR:** Therapy Manager


**CREATED:**

  


Coastal Home Health \\& Hospice is an equal opportunity employer: CHHH does not discriminate against applicants or employees based on race, color, sex, religion, age, national origin, physical or mental disability, sexual orientation or gender identity, family relationship, marital status, veteran status, military service, employment status, or any other classification protected by local, state, or federal law.



If an employee needs accommodation to perform the essential functions of the job as outlined below, he or she should notify his or her supervisor or the Executive Director. CHHH will work with the employee to evaluate whether there is a reasonable accommodation that does not pose an undue hardship on the company.



This position is exempt from overtime under state and Federal wage and hour laws. Occasionally, the demands of the job may require working late and/or being available by phone and/or email in the evening or on the weekend. If that occurs, no overtime wages will be paid, as the salary level is intended to compensate for the level of responsibility. All employees, whether exempt or non\\-exempt, are expected to adhere to their schedule, and to follow attendance policies if they are going to be late or miss work. For all exempt employees, partial day absences will not affect compensation, unless the absence qualifies as medical leave under the Federal FMLA, and the employee has exhausted all paid leave.

  


**POSITION SUMMARY:**



Performs physical therapy services for patients requiring Home Health or Hospice care, under the care of a physician, according to accepted standards of practice.

  


**ESSENTIAL DUTIES AND RESPONSIBILITIES:**



May include, but are not limited to the following:



1\\. Evaluates patient for Physical Therapy needs.



2\\. Completes initial Physical Therapy evaluation and admission.



3\\. For Home Health, develops Physical Therapy Plan of Care including treatments, procedures, modalities, problems, and goals.



4\\. For Hospice, works within the Hospice Plan of Care developed in coordination with the Interdisciplinary Group.



5\\. Prepares clinical and progress notes according to agency policy.



6\\. Advises, consults, and teaches patient, care givers, and family members.



7\\. Helps patient accomplish treatment plan and accept therapeutic devices by administering therapeutic exercises; instructing, encouraging, and assisting patients in performing physical activities, such as therapeutic exercises, ambulatory functional activities, and daily living activities and in using assistive and supportive devices, such as crutches, canes, and prostheses.



8\\. Reports patient progress, problems, goals, and discharge plans to other staff members.



9\\. Performs Physical Therapy services according to Plan of Treatment.



10\\. Attends Care Conference and Interdisciplinary Team meetings.



11\\. Stays current with professional and technical changes in the Physical Therapy field by participating in training programs, professional associations, or other available sources.



12\\. Stays current and complies with federal, state, and local legal and professional requirements regarding physical therapy and advises Therapy Manager of needed actions.



13\\. Maintains safe and clean working environment by complying with agency procedures, rules, and regulations.



14\\. Protects patients and employees by adhering to infection\\-control policies and protocols.



15\\. Participates in quarterly record review and quality assurance activities.



16\\. For Home Health assesses patient need to recertify for Physical Therapy. Prepares recertification Plan of Care and 60\\-day summary.



17\\. Maintains contact with physician regarding Physical Therapy patient care issues.



18\\. Documents physician orders per agency protocol.



19\\. For Home Health completes requirements/documentation for patient discharge.


20\\. Completes all documentation in required timelines.



21\\. Other duties as assigned.

  


**SUPERVISORY RESPONSIBILITIES:**



Provides supervision of Licensed Physical Therapy Assistants including:


* Initial evaluation of the patient to identify appropriate tasks to be performed by the LPTA, as documented and assigned in the patient's clinical record.
* A visit to the patient's residence at least once a month, either when the assistant is present to observe and assist or when the assistant is absent, to assess relationships and determine that the plan of cares is being followed, and the goals are being met. Documentation of supervisory visits will be maintained in the patient's clinical record.

  


**QUALIFICATION REQUIREMENTS**


*Education, Certification, and Licenses \\-*


* Graduate of an accredited college with a Degree in Physical Therapy.
* Licensed by the Oregon Physical Therapy Licensing Board to practice Physical Therapy.
* Current BLS care or be able to obtain prior to date of hire.

  


*Experience \\-*


* One year of physical therapy experience in a prior home health, hospice or facility setting is preferred.

  


*Knowledge of \\-*


* Physical Therapy techniques and procedures.


* Medical terminology.


* Medical record keeping practices.

  


*Ability to\\-*


* Interpret orders and carry out instructions while exercising judgment within the scope of the position and established physical therapy practices.


* Work with limited supervision in an independent setting, while able to recognize situations in which supervision and guidance is required.


* Work with computers/programs and able to learn basic software applications.


* Communicate therapeutically with the patient, family, and public and maintain a compassionate, empathetic attitude.

  


*Other \\-*

* Must have driver’s license, car insurance and maintain a good driving record.

  


**KNOWLEDGE AND SKILLS NECESSARY TO PERFORM JOB RESPONSIBILITIES:**


* Understands home health regulations.


* Functions well as a team member.


* Relates to and cares for people from all walks of life in a calm, courteous and

professional manner.


* Maintains client confidentiality.


* Understands and works within pertinent state and federal laws and regulations.


* Understands documentation requirements and is able to complete paperwork in a timely manner.


* Able to read, write, speak, and understand the English language.
* Able to work with interpreters, sign language interpreters, and other individuals who may be needed to assist patients or family members to communicate.

  


**PHYSICAL DEMANDS/REQUIREMENTS:**


* While performing the duties of this job, the employee is regularly required to operate standard office equipment; reach with hands and arms; talk to patients, family members, answering service, and co\\-workers, and hear their words; vision requirements include close, distance and ability to adjust focus. The employee is required to walk, stoop, kneel, crouch, and climb stairs, adjusting from sitting and standing is required.
* Ability to perform tasks involving physical activity, which may include heavy lifting of supplies, equipment, or patients; extensive bending, standing, walking or sitting may be required.
* Ability to deal effectively with stress.
* May occasionally drive for long periods of time.

  


**WORK CONDITIONS/ENVIRONMENT:**


* Employee may encounter various environmental situations in individual patient homes, including odors, tobacco smoke or animals. Tasks may involve exposure to blood, body fluids or tissues.
* Travel is required between all office locations \\- Brookings; Gold Beach; and Bandon Oregon, and to and from homes, hospice centers, or other places where patients are located.
* Employee may occasionally be required to work weekends, holidays, or other hours on a rotation basis, as well as on\\-call rotation.","","https://www.indeed.com/cmp/Coastal-Home-Health-&-Hospice-1","","http://www.Coastalhhh.org","585 5th St.
Brookings OR 97415","","","Work in Beautiful Brookings Oregon!! We make a difference in our community with our excellent team of caring staff, great work/life balance and competitive pay.","","","","","",""
"in-abd1e5cfa5a918a5","indeed","https://www.indeed.com/viewjob?jk=abd1e5cfa5a918a5","https://jobs.apploi.com/view/1153114?utm_campaign=integration&utm_medium=job-board-feed&utm_source=indeed-apply-feed","Receptionist","VALLEY VILLAGE CARE CENTER","Los Angeles, CA, US","2025-05-02","parttime","direct_data","hourly",18.0,20.0,"USD",False,"","","","","Seeking a receptionist extraordinaire with ninja organizational skills, top\\-notch communication chops, and a sunny disposition for some front desk magic. Experience is a bonus, but a can\\-do attitude is a must! This role is about giving guests a warm welcome, juggling appointments like a pro, handling phone calls with finesse, and ensuring the office ship sails smoothly. The receptionist is the superhero of first impressions, embodying company vibes, professionalism, and rules. Requirements? A dash of customer service flair, a high school diploma, wizardry with office software, and a sprinkle of love for the company ethos. Let the receptionist hunt begin!



Valley Village staff is on a mission to sprinkle top\\-notch care on residents and their kin, crafting a life full of quality and TLC. Find out why families are raving about Valley Village as their go\\-to spot for top\\-tier nursing and rehab services.


**Days are Monday\\-Friday, 1PM\\-8PM.**



**Dive into our team and soak up perks:**



**healthcare,**

* **dental**
* **vision**
* **401k**
* **vacation time**
* **sick leave**
* **a schedule that's as steady as a rockstar's beat**","","https://www.indeed.com/cmp/Valley-Village-Care-Center","","","","","","","","","","","",""
"in-6d6735fc31709c46","indeed","https://www.indeed.com/viewjob?jk=6d6735fc31709c46","https://jobs.apploi.com/view/25zd5cc18e4408?utm_campaign=integration&utm_medium=job-board-feed&utm_source=indeed-apply-feed","Regional Assessment Nurse FULL TIME AND PER DIEM AVAILABLE","Polaris Healthcare","New Rochelle, NY, US","2025-05-02","fulltime","direct_data","yearly",80000.0,100000.0,"USD",False,"","","","","**Regional Assessment Nurse**

**Position Summary:** This position is to be filled with a Registered Nurse. Responsibilities
include but are not limited to ensuring timely and accurate completion of assigned UAS
assessments, LHCSA assessments, quarterly aide supervisions and all associated documentation.
The employee may be required travel to any one of our service areas throughout Orange and Rockland Counties

**Qualifications Requirements:** To perform this job successfully an individual must be able to
perform each essential duty satisfactorily. Must be a Licensed Registered Nurse in New York
State, and have a minimum of 1 year of nursing experience preferably in the Assisted Living,
Long Term Care or Geriatric fields. The requirements listed below are representative of the
knowledge, skill, and /or ability required. In addition, maintaining a professional and positive
demeanor at all times is essential.

**Reasoning Ability:** Must have ability to solve practical problems and deal with a variety of
concrete variables in situations where only limited standardization exists. Ability to interpret a
variety of instructions furnished in written, oral, diagram or schedule form. Ability to
effectively present information in one\\-on\\-one and small group situations to clients, their
families and other employees of the organization.

**Other Skills and Abilities:** Intermediate computer skills required. Microsoft word and Excel a
plus. The ability to utilize computer software integral to agency operations after initial training
period and multi\\-tasking capability is a must.

**Physical Demands:** The physical demands described here are representative of those that must
be met by employee to successfully perform the essential functions of this position. Reasonable
accommodations may be made to enable individuals with disabilities or limitations to perform
the essential functions. In the home care setting, the employee may be exposed to varying
physical environments and allergens and may be required to lift and/or move up to 25 pounds.
Ability to work in a stressful environment and to effectively deal with stress may be expected.

**Duties and Responsibilities:**
* Responsible for UAS reassessments within assigned region/territory and submission of


required documentation within defined time frame. Required assessments will be
assigned by the Director of Nursing or their designee
* Responsible for LHCSA reassessments. Responsible for quarterly aide supervisions as assigned.


* Participate in chart audit/peer review process as needed.


* Be in contact with facility administration ahead of all scheduled assessments to ensure all


proper paperwork, materials and information are prepared and available.
* Keep up to date knowledge base in reference to current admission assignments.


* Be flexible and adaptive in performing ALP assessments.


* Maintain client records in accordance with agency policy and procedure.


* Observe, assess and report any adverse sign(s) and/or symptom(s).


* Maintain strict client confidentiality.


* Case conference with clinical staff and other departments as needed.


* Obtain additional certifications and participate in additional training as requested by


Director, which may include OASIS training, PRI/Screen Certification, and/or training in
use of a QAS analyzer.
* Other roles as assigned by DON on a particular day, which may include covering the lead


RN role in an assigned home.

Salary 80\\-100k","","https://www.indeed.com/cmp/Polaris-Healthcare","","","","","","Polaris Healthcare is committed to improving the overall health and well-being of Americans by connecting the general public with comprehensive quality care providers and services in a cost-effective","","","","","",""
"in-b905b6394db166c6","indeed","https://www.indeed.com/viewjob?jk=b905b6394db166c6","https://jobs.apploi.com/view/1110211?utm_campaign=integration&utm_medium=job-board-feed&utm_source=indeed-apply-feed","Floor Nurse, RN (PRN)","Dynasty Healthcare Group, LLC","Wharton, TX, US","2025-05-02","parttime","direct_data","hourly",38.0,40.0,"USD",False,"","","","","**Job Description**



The Registered Nurse will demonstrate proficiency in administering the fundamentals of the nursing process, contribute to nursing assessment and the development of a nursing care plan, and participate in the evaluation of nursing care.


**Supervisory Responsibilities**


* Supervises care given by nonprofessional staff and provides instruction as needed.


**Responsibilities**


* Supports nursing care standards through adherence to existing policies and procedures.
* Regularly attends unit conferences and makes recommendations for improvement in patient care via the patient care conference and unit conference.
* Participates in peer review as appropriate.
* Obtains and documents nursing history from patients and/or significant others that are comprehensive of present condition and prior problems. Performs basic assessment of patients, indicating adequate knowledge of anatomy, physiology, and pathology. Records vital signs, notes changes, and pursues more specific investigations as needed. Identifies abnormal diagnostic data and shows a fundamental understanding of its implications by reporting information to the physician and others caring for the patient, and by incorporating information in the nursing care plan.
* Uses assessment information to develop a care plan before the end of duty time that communicates enough information for incoming staff to adequately care for the patient. Reviews and develops care plans for assigned patients. Includes the patient and his or her family in planning care, establishing priorities, and setting goals.
* Uses care plans as a basis for providing safe and therapeutic care to patients. Communicates with the patient and his or her family and other members of the health care team in carrying out the goals of the care plan. Accepts accountability for clinical care of assigned patients including supervision of nonprofessional personnel.
* Evaluates and notes the patient's response to nursing care defined in the nursing care plan and medical records.
* Assumes responsibility for professional growth by current reading and attendance at educational programs and unit conferences.


**Required Skills/Abilities**


* Excellent verbal and written communication skills.
* Excellent organizational skills and attention to detail.
* Excellent time management skills.
* Strong analytical and problem\\-solving skills.
* Strong supervisory and leadership skills.
* Ability to prioritize tasks and delegate them when appropriate.
* Proficient with Microsoft Office Suite or related software.


**Education and Experience:**


* Current license to practice nursing in the state.
* Minimum of six months of recent experience as a professional nurse.
* Demonstrated proficiency of 50 percent of the skills required for Level II.


**Physical Requirements:**


* Prolonged periods of sitting at a desk and working on a computer.
* May require prolonged periods of standing, bending, and reaching.
* Must be able to lift up to 50 pounds at times.","Health Care","https://www.indeed.com/cmp/Dynasty-Healthcare-Group,-LLC","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/35fce39e463131dd1ce152ac94169060","https://www.dhcgrp.com","210 Magnate Drive
Suite 100
Lafayette, LA 70508","1,001 to 5,000","","At Dynasty Healthcare, we take pride in delivering care and services to the highest quality standards. With every individual we touch, our team strives to continually enhance life and vitality.","","","","","",""
"in-0d245724b2d6d3f5","indeed","https://www.indeed.com/viewjob?jk=0d245724b2d6d3f5","https://jobs.apploi.com/view/baf43e16cc206?utm_campaign=integration&utm_medium=job-board-feed&utm_source=indeed-apply-feed","Regional Maintenance Supervisor","OPCO Skilled Management","Hobbs, NM, US","2025-05-02","fulltime","direct_data","yearly",51170.0,64131.0,"USD",False,"","","","","Job Type: Full\\-Time



Benefits Offered:


* Healthcare
* Dental
* Vision
* PTO
* 401K


**Your Job Summary**



The Regional Maintenance Supervisor will be responsible for supervising and coordinating the activities of housekeeping, laundry, and maintenance department to ensure environmental center compliance in accordance to Federal, State and Local ordinance, regulations and building codes. Ensures center is maintained in a sanitary, attractive, and orderly condition; in good repair, free from hazards such as those caused by electrical, plumbing, ventilation, heating and cooling systems.


**QUALIFICATIONS**


* High School diploma, required.


* Five years of supervisory experience in a commercial establishment with knowledge of maintenance procedures.


* Minimum of 2 years work experience in long\\-term care preferred.


* HVAC Certification.


**RESPONSIBILITIES**


* Strategically identify, target, and pre\\-qualify prospects for development of operations and maintenance contracts within the centers.


* Formulate successful strategies to increase maintenance activity and ensure goals are attained.


* Develop cost proposals in addition to realistic and accurate planning on construction projects.


* Serve as key point of contact with facility leadership to create effective business relationships.


* Coordinate the implementation interface with project management and facility teams.


* Maintain proficient and current computer and software application skills for team members.


* Supervises all Environmental Services personnel and daily work in assigned areas throughout region in an effective, efficient manner that enhances service levels while providing appropriate control of expense budgets, staffing and the effectual resolution of interdepartmental and personnel problems. Processes and maintains records of accounts payable, supplies received, equipment maintenance, and other department business.


* Executes the Company’s preventive maintenance program and record keeping systems to maintain the centers at its highest level of physical function.


* Works with facility teams regarding environmental services requests, infection prevention, service resolution opportunities, and other interdepartmental matters. Provides timely follow\\-up for information to requesting departments. Communicates and consults with management on best practices.


* Provides 24\\-hour “on\\-call” service to the nursing center in case of emergency.


* Attends and participates in staff meetings, department head meetings, and other center meetings and sits on required committees.


* Assists in developing and updating departmental procedures and policies.


* Performs daily rounding and inspection of assigned areas to assure company standards for cleanliness are met. Works in conjunction with infection control department to meet all standards. Provides education and ensures staff compliance with all safety and regulatory guidelines.


* Supervises the day\\-to\\-day functions of assigned personnel.


* Ensures that an adequate supply of maintenance, laundry and housekeeping supplies are maintained to perform daily tasks.


* Maintains the grounds, facility and equipment in a safe and efficient manner in accordance with current applicable federal, state and local standards.



OPCO Skilled Management provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.



This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.","","https://www.indeed.com/cmp/Opco-Skilled-Management-1","","https://opcoca.com","4525 Wilshire Blvd, Los Angeles, Ca, 90010","","","What are our Core Values? Excellent customer-service, respect for all people, doing the right thing and taking care of people. We aim to be the best by treating people with compassion and respect.","","","","","",""
"in-c119c37afbfa52dc","indeed","https://www.indeed.com/viewjob?jk=c119c37afbfa52dc","https://www.myamc.com/careers#1685267095","Outside Sales Representative","MyAMC","Dallas, TX, US","2025-05-02","","direct_data","yearly",63720.0,82034.0,"USD",False,"","","","","**I. JOB SUMMARY:** MyAMC, LLC is rapidly expanding nationwide. The Outside Sales Representative will be critical in driving growth for our primary lines of business – origination, post\\-closing, and automated valuation services. This role will be responsible for prospecting, vetting, and closing new business. Additionally, the Outside Sales Representative will partner with operations to onboard, support, and ultimately promote existing customer growth.
#### **II. DUTIES \\& RESPONSIBILITIES:**


* Meet the weekly, monthly, and annual sales objectives
* Develop new prospects through a substantial personal rolodex in the valuation or closing services industries
* Effectively promote our value proposition by networking, prospecting, cold calling, and pursuing marketing leads
* Attend trade conferences to develop new prospects and enhance existing relationships
* Partner with the marketing team to develop prospect target lists
* Partner with the marketing team to develop a dynamic email marketing campaign
* Host software demos in person or via Go To Meeting
* Conduct prospect vetting to discover business requirements, including integration with LOS or 3rd party appraisal management software
* Partner with the sales support team to prepare and deliver RFP’s
* Partner with the sales support team to negotiate Client Fees and SLA’s
* Partner with the sales support team to assist in the onboarding process
* Partner with the customer support team to establish performance review and feedback channels
* Maintain professionalism and adhere to company policies and proceduresOther duties as assigned

#### **III. JOB REQUIREMENTS:**


* Listen to customers’ questions and concerns, and provide answers or responses
* Proven outside sales success in the valuation or closing services industries
* A minimum of 3 years B2B sales experience is required
* Exceptional verbal and written communication skills
* Excellent organizational and time management skills
* Travel as required
* Proficient in Microsoft Office, including Word, Excel, PowerPoint
* Proficient in SalesForce or other CRM software
DISCLAIMER: The above statements are intended to describe the general nature and level of work being performedby individuals in, or assigned to, the above position and are not intended to be construed as an exhaustive list of allresponsibilities, duties and skills required. They may be changed at the discretion of the company","","https://www.indeed.com/cmp/Myamc","","","","","","","","","","","",""
"in-78d9cc55f76f1885","indeed","https://www.indeed.com/viewjob?jk=78d9cc55f76f1885","https://arcareers.arkansas.gov/job/Little-Rock-LEGAL-SUPPORT-SPECIALIST-AR-72201/1287934300/","LEGAL SUPPORT SPECIALIST","State of Arkansas","Little Rock, AR, US","2025-05-02","fulltime","direct_data","yearly",32405.0,51686.0,"USD",False,"","","","","**Date:** May 2, 2025
**Req ID:** 49142
**Location:**Little Rock, AR, US, 72201
**Category:** AR PUBLIC DEFENDER COMMISSION
**Anticipated Starting Salary:** $32,404
**Position Number: 22079189 Legal Support Specialist (Full\\-Time)**  

**County: Perry (Primary),**  

**Posting End Date: May 11, 2025**  

**Anticipated Starting Salary: $32,405**  

**Location: 6th District**
\\*\\*\\* **ALL APPLICANTS MUST BE ABLE TO PASS A PRE\\-EMPLOYMENT BACKGROUND CHECK** **\\*\\*\\***

Position Information

Class Code: C046C
Grade: GS04
FLSA Status: NON\\-EXEMPT
Salary Range: $32,405\\.00 \\- $51,686\\.00
Summary
The Legal Support Specialist is responsible for providing legal administrative support to agency legal personnel. This position is governed by state and federal laws and agency/institution policy.
Functions
Reviews incoming legal cases and documents for completeness, accuracy, and compliance and prepares a variety of legal pleadings for review by the attorney. Processes all documents for court and legal action. Issues and processes subpoenas for witnesses for court hearings or mediation and processes statements. Maintains a schedule to monitor service of process, return of service and other time sensitive documents. Schedules hearings, sets case for court, enters case into docket book for court and assembles all necessary case materials for attorney. Prepares Answers to Motions and orders correctly and timely and routes orders to judge or opposing counsel when approved by the attorney. Creates, opens, and maintains confidential case files, updates narrative as case progresses and enters case information into appropriate database. Prepares, faxes, copies, files, and mails case information and documents, as needed, in a timely manner, following established procedures and protocol. Assists customers on case status, either in person or on telephone, and provides general information or routine responses. Transcribes hearings. Copies, files, and processes documents following standardized procedures. Initiates telephone calls to the respondent, defendant, attorney's office, and others directly involved in the case. Conducts research and investigations as assigned and reports findings to attorney/judge in written or verbal narrative. Performs duties as assigned.
Dimensions
None
Knowledge, Skills and Abilities
Knowledge of applicable laws and regulations, the legal process and legal terminology. Knowledge of computers and software application programs, database management and basic accounting principles. Knowledge of office practices and legal research techniques. Ability to compose, proofread and edit correspondence, reports and other documents. Ability to coordinate, instruct and review the work of others as a lead worker. Ability to handle confidential information. Ability to establish and maintain cooperative working relationships with agency staff and other relevant legal and agency contacts. Ability to work independently in the absence of supervision.
Minimum Qualifications

The formal education equivalent of a high school diploma, plus two years of specialized training in the legal secretarial or clerical field; plus two years of legal secretarial experience or a related field. Additional requirements determined by the agency for recruiting purposes require review and approval by the Office of Personnel Management. OTHER JOB RELATED EDUCATION AND/OR EXPERIENCE MAY BE SUBSTITUTED FOR ALL OR PART OF THESE BASIC REQUIREMENTS, EXCEPT FOR CERTIFICATION OR LICENSURE REQUIREMENTS, UPON APPROVAL OF THE QUALIFICATIONS REVIEW COMMITTEE.

Licenses
None","Government","https://www.indeed.com/cmp/State-of-Arkansas","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/923b783d6325eacaf3dc8c184e378009","http://www.arkansas.gov","Little Rock","10,000+","","","","","","","",""
"in-ca7001fb3d41c4b4","indeed","https://www.indeed.com/viewjob?jk=ca7001fb3d41c4b4","https://arcareers.arkansas.gov/job/Little-Rock-ADMINISTRATIVE-SPECIALIST-II-AR-72205/1287762100/","ADMINISTRATIVE SPECIALIST II","State of Arkansas","Little Rock, AR, US","2025-05-02","","direct_data","yearly",32405.0,51686.0,"USD",False,"","","","lexie.felton@agriculture.arkansas.gov","**Date:** May 2, 2025
**Req ID:** 49013
**Location:**Little Rock, AR, US, 72205
**Category:** ARKANSAS AGRICULTURE DEPT
**Anticipated Starting Salary:** $32,405
**Position Number: 22087937**  

**County: Pulaski**  

**Posting End Date: May 8, 2025**  

**Anticipated Starting Salary: $32,405**  

**Plant Industries**  


**Hiring Authority:**
**\\#1 Natural Resources Drive**
**Little Rock, AR 72205**
**Phone: 501/219\\-6301**
**Email: lexie.felton@agriculture.arkansas.gov**  


**As the largest industry in Arkansas, the Arkansas Department of Agriculture is dedicated to the development and implementation of policies and programs for Arkansas agriculture and forestry to keep its farmers and ranchers competitive in national and international markets while ensuring safe food, fiber, and forest products for the citizens of the state and nation. The Department is organized into five Divisions: Forestry Division, Livestock and Poultry Division, Natural Resources Division, Plant Industries Division, and Shared Services Division.**

Position Information

Class Code: C073C
Grade: GS03
FLSA Status: NON\\-EXEMPT
Salary Range: $32,405\\.00 \\- $51,686\\.00
Summary
The Administrative Specialist II is responsible for researching and preparing special reports, examining and verifying documents, and performing general office duties. This position is governed by state and federal laws and agency/institution policy.
Functions
Researches various data storage and/or computer records to obtain information and compiles data for reports. Composes and types routine correspondence and form letters, maintains activity logs and/or financial ledgers, and submits reports to supervisor. Reviews documents including applications, forms, vouchers, records, and reports for accuracy, completeness, and compliance with laws and regulations, makes necessary corrections, and assigns file numbers. Provides information, assistance, and clarification to interested parties concerning agency/institution policies and procedures. Assists in developing or revising agency/institution policies, procedures, and directives based on research findings and compiles financial information used to formulate budget proposals and monitor expenditures. Performs other duties as assigned.
Dimensions
None
Knowledge, Skills and Abilities
Knowledge of record keeping procedures. Knowledge of the principles and practices of mathematics and statistics. Knowledge of work\\-related subject area. Knowledge of computers and software applications. Ability to conduct research and compile data into report form. Ability to establish and maintain filing systems. Ability to operate standard office equipment. Ability to analyze documents to determine compliance with rules, regulations, and procedures. Ability to communicate both orally and in writing.
Minimum Qualifications

The formal education equivalent of a high school diploma; plus one year of experience in a specialized or related area applicable to work performed. Additional requirements determined by the agency for recruiting purposes require review and approval by the Office of Personnel Management. OTHER JOB RELATED EDUCATION AND/OR EXPERIENCE MAY BE SUBSTITUTED FOR ALL OR PART OF THESE BASIC REQUIREMENTS, EXCEPT FOR CERTIFICATION OR LICENSURE REQUIREMENTS, UPON APPROVAL OF THE QUALIFICATIONS REVIEW COMMITTEE.

Licenses
None***The State of Arkansas is committed to providing equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, pregnancy, age, disability, citizenship, national origin, genetic information, military or veteran status, or any other status or characteristic protected by law.***","Government","https://www.indeed.com/cmp/State-of-Arkansas","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/923b783d6325eacaf3dc8c184e378009","http://www.arkansas.gov","Little Rock","10,000+","","","","","","","",""
"in-41217cec1fdb33f1","indeed","https://www.indeed.com/viewjob?jk=41217cec1fdb33f1","https://arcareers.arkansas.gov/job/Little-Rock-STATISTICIAN-AR-72201/1287876400/","STATISTICIAN","State of Arkansas","Little Rock, AR, US","2025-05-02","","direct_data","yearly",36155.0,57668.0,"USD",False,"","","","","**Date:** May 2, 2025
**Req ID:** 49139
**Location:**Little Rock, AR, US, 72201
**Category:** DIVISION OF LABOR
**Anticipated Starting Salary:** 36,155\\.00
Position Information

Class Code: A093C
Grade: GS06
FLSA Status: NON\\-EXEMPT
Salary Range: $36,155\\.00 \\- $57,668\\.00
Summary
The Statistician is responsible for conducting regular and special statistical studies and preparing reports which explain the results of those studies. This position is governed by state and federal laws and agency/institution policy.
Functions
Designs and/or revises survey instruments to ensure accurate data reporting. Compiles data into statistical summaries by utilizing appropriate computer tools and software applications. Reviews summaries for accuracy and makes necessary corrections. Writes narrative reports explaining findings and interpreting results. Corresponds with those who have not submitted data or improperly reported data to ensure statistical validity and accuracy. Performs other duties as assigned.
Dimensions
None
Knowledge, Skills and Abilities
Knowledge of mathematical and statistical methods and techniques. Knowledge of sources of statistical information. Ability to analyze and interpret statistical data. Ability to understand and prepare oral and written technical information and reports. Ability to plan and execute statistical research projects and systems. Ability to establish and maintain working relationships with others.
Minimum Qualifications
The formal educational equivalent of a bachelor's degree in mathematics, statistics, or a related field. Additional requirements determined by the agency for recruiting purposes require review and approval by the Office of Personnel Management. OTHER JOB RELATED EDUCATION AND/OR EXPERIENCE MAY BE SUBSTITUTED FOR ALL OR PART OF THESE BASIC REQUIREMENTS, EXCEPT FOR CERTIFICATION OR LICENSURE REQUIREMENTS, UPON APPROVAL OF THE QUALIFICATIONS REVIEW COMMITTEE.
Licenses
None","Government","https://www.indeed.com/cmp/State-of-Arkansas","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/923b783d6325eacaf3dc8c184e378009","http://www.arkansas.gov","Little Rock","10,000+","","","","","","","",""
